candidate_claim_id,paper_id,source_record_id,reading_tier,library,claim_text,support_type,evidence_contribution_type,review_mainline_role,source_locator_id,relevant_parameter_ids,relevant_event_ids,relevant_process_relation_ids,existing_core_link,retained_for_global_consolidation,candidate_status,notes
T3-A023-C01,A023,A-H2-06,tier3,A,"In the tested split-injection strategy, early first hydrogen injection promoted a homogeneous premixed mixture, while later or higher-energy second injection increased stratification and mixing-controlled behavior.",experimental_correlation,additional_condition,injection-to-combustion,LOC-A023-0001,None added in Phase 9.,,,T3LINK-0005:tier1:A026:T1-A026-C02;tier1:A026:T1-A026-C02,yes,active_candidate,Evidence summary: The experiment independently varies the timing and energy fraction of the two hydrogen injections at fixed total energy and combustion phasing. | Limitations: Small-bore single-cylinder engine and fixed intermediate load; the roles are strategy-specific.
T3-A027-C01,A027,A-R-01,tier3,A,"The review organizes pilot-ignited HPDI natural-gas performance around injection timing, pressure, pilot-to-gas interval, injector design, load range, and gas composition.",review_secondary,review_secondary,injection-to-combustion,LOC-A027-0001,None added in Phase 9.,,,T3LINK-0006:tier1:A030:T1-A030-C01;tier1:A030:T1-A030-C01,yes,active_candidate,Evidence summary: A secondary synthesis maps the principal controllable factors and their reported combustion/emission tradeoffs. | Limitations: Secondary evidence only; heterogeneous cited definitions and conditions must be checked against primary papers before quantitative use.
T3-B001-C01,B001,B-T-01,tier3,B,The validated simulations reproduce Mach-disk and potential-core scales and identify a downstream location beyond the shock cells but before the end of the potential core for far-field initialization.,model_based,additional_method,underexpanded-jet physics,LOC-B001-0001,None added in Phase 9.,,,T3LINK-0007:tier1:B004:T1-B004-C02;tier1:B004:T1-B004-C02,yes,active_candidate,"Evidence summary: Near-field gas-dynamic predictions are compared with measurements and correlations, then used to propose far-field initial conditions. | Limitations: Safety-release configurations and model validation ranges; not an engine-transient experiment."
T3-B006-C01,B006,B-H2-01,tier3,B,"Transient underexpanded hydrogen jets showed expansion-wave spacing that scaled with exit-to-chamber pressure ratio, while tip penetration increased with injection pressure and decreased with chamber density.",direct_observation,reported result,Historical transient-jet scaling context.,LOC-B006-0002,PAR-B006-0001;PAR-B006-0002,,PROC-B006-001,T3LINK-0030:tier1:B021:T1-B021-C01,yes,active_candidate,Evidence summary: High-speed schlieren resolved waves and penetration; a nitrogen-in-nitrogen control separated wave structure from species mixing. | Limitations: Quiescent chamber and far-field similarity treatment; virtual-origin/near-field corrections remained uncertain.
T3-B010-C01,B010,B-H2-05,tier3,B,"At the same NPR, LES predicts similar Mach-barrel size for hydrogen and nitrogen but markedly different downstream shock cells, potential-core length, instability mode, and mixing development.",simulation_resolved,additional_fuel_or_species,underexpanded-jet physics,LOC-B010-0001,None added in Phase 9.,,,T3LINK-0008:tier1:B009:T1-B009-C02;tier1:B009:T1-B009-C02,yes,active_candidate,Evidence summary: Matched-NPR simulations isolate gas-species-dependent density and instability effects after the Mach disk. | Limitations: One matched NPR and Reynolds-number range; gas properties remain coupled.
T3-B014-C01,B014,B-H2-09,tier3,B,"For the outward-opening hydrogen injector, jet asymmetry and penetration constant evolve during valve opening and approach stable ranges, while axial concentration remains nonuniform downstream.",direct_observation,additional_condition,underexpanded-jet physics,LOC-B014-0001,None added in Phase 9.,,,T3LINK-0009:tier1:B029:PILOT-B029-C01;tier1:B029:PILOT-B029-C01,yes,active_candidate,"Evidence summary: High-speed schlieren analysis separates a developing phase from a self-similar phase and reports stabilized asymmetry, penetration, and concentration metrics. | Limitations: Optical concentration inference and injector-specific geometry; no direct Mach-disk measurement is used for the claim."
T3-B015-C01,B015,B-H2-10,tier3,B,"For the outward-opening injector, increasing pressure ratio increased axial/radial penetration and jet volume, while the reported entrainment rate decreased and spread angle was comparatively insensitive except at low ratios.",experimental_correlation,additional_condition,underexpanded-jet physics,LOC-B015-0001,None added in Phase 9.,,,T3LINK-0010:tier1:B028:T1-B028-C01;tier1:B028:T1-B028-C01,yes,active_candidate,Evidence summary: Schlieren-derived jet metrics across pressure ratios 10-140 show geometry-specific penetration and entrainment scaling. | Limitations: Outward-opening injector only; pressure-ratio definition and evolving chamber pressure limit direct comparison with steady round jets.
T3-B018-C01,B018,B-NG-03,tier3,B,"The transient methane jet passed through subsonic, moderately underexpanded, and Mach-disk/barrel-shock topologies as injector/NPR conditions evolved; higher chamber pressure reduced penetration and increased cone angle.",direct_observation,reported result,Context for transient topology rather than steady NPR classification.,LOC-B018-0002,PAR-B018-0001;PAR-B018-0002,,PROC-B018-001,T3LINK-0031:tier1:B021:T1-B021-C02,yes,active_candidate,"Evidence summary: Schlieren and LES agreed on penetration and Mach-disk position, with early-time discrepancies attributed to injector-opening uncertainty. | Limitations: Single injector and low absolute injection-pressure range; LES opening transient uncertain."
T3-B020-C01,B020,B-NG-05,tier3,B,"The measured high-pressure methane jet separates into a near-nozzle shock-affected zone with force/impulse fluctuations and negligible entrainment, followed by a downstream zone with weaker shock influence and conserved impulse.",direct_observation,boundary_evidence,underexpanded-jet physics,LOC-B020-0001,None added in Phase 9.,,,T3LINK-0011:tier1:B004:T1-B004-C01;tier1:B004:T1-B004-C01,yes,active_candidate,"Evidence summary: Impact-force, impulse, and mass-flow measurements identify two spatial regimes relevant to injector placement and ignition avoidance. | Limitations: Single-hole methane injector and force-based zone definition; not directly equivalent to hydrogen optical-zone metrics."
T3-B022-C01,B022,B-E-02,tier3,B,"Non-axisymmetric hydrogen-jet exit shapes generate different shock systems and nonuniform radial expansion, with axis switching and mixing/penetration differences correlated with boundary vorticity.",simulation_resolved,additional_condition,underexpanded-jet physics,LOC-B022-0001,None added in Phase 9.,,,T3LINK-0012:tier1:B028:T1-B028-C02;tier1:B028:T1-B028-C02,yes,active_candidate,"Evidence summary: Triangular, star, elliptical, and rectangular sections are compared under a common numerical framework. | Limitations: Numerical free-jet configurations; shape and aspect-ratio effects are coupled."
T3-B025-C01,B025,B-E-05,tier3,B,"The simulations report larger Mach-disk dimensions and jet volume with increasing pressure ratio, with principal mixing downstream of the Mach disk and along turbulent jet boundaries.",simulation_resolved,additional_method,underexpanded-jet physics,LOC-B025-0001,None added in Phase 9.,,,T3LINK-0013:tier1:B009:T1-B009-C01;tier1:B009:T1-B009-C01,yes,active_candidate,"Evidence summary: Hydrogen cases are validated against measurements and decomposed to identify coherent mixing structures, with methane used as a comparison. | Limitations: CFD method and transitional regime; quantitative comparison requires compatible pressure definitions and geometry."
T3-B026-C01,B026,B-E-06,tier3,B,"The open URANS-WENO implementation reproduces barrel-shock, cone-angle, and hydrogen-air mixing trends for NPR 8.5-30 while targeting lower-cost engine-cycle analysis.",model_based,additional_method,underexpanded-jet physics,LOC-B026-0001,None added in Phase 9.,,,,no,historical_tier3_not_retained,Evidence summary: Pressure-based compressible URANS results are compared with experimental and LES data to define method capability and limits. | Limitations: Primarily methodological and substantially overlaps the established fidelity-cost framework; no new physical mechanism is isolated.
T3-B027-C01,B027,B-E-07,tier3,B,"Validated LES indicates that hydrogen enhances mixing outside the jet core through baroclinic effects, while pressure ratio and round-versus-annular geometry reorganize coherent structures and mixture formation.",simulation_resolved,mechanism_support,underexpanded-jet physics,LOC-B027-0001,None added in Phase 9.,,,T3LINK-0014:tier1:B028:T1-B028-C01;tier1:B028:T1-B028-C01,yes,active_candidate,Evidence summary: PIV/schlieren validation and flow-structure analysis separate shock-core similarity from speciesand geometry-dependent turbulent mixing. | Limitations: Free nonreacting jets; baroclinic attribution is simulation-based and configuration-dependent.
T3-C003-C01,C003,C-F-03,tier3,C,"The review organizes secondary atomization evidence around breakup morphology, breakup time, fragment distributions, and modelling, and concludes that viscous shear has little direct role for liquid drops in a gaseous environment.",review_secondary,review_secondary,shock-droplet response,LOC-C003-0001,None added in Phase 9.,,,T3LINK-0015:tier1:C007:T1-C007-C03;tier1:C007:T1-C007-C03,yes,active_candidate,Evidence summary: A secondary synthesis connects experimental and numerical observations to a consistent breakup framework. | Limitations: Review-secondary evidence predating much of the modern compressible/shock literature; primary sources are not promoted.
T3-C005-C01,C005,C-F-05,tier3,C,"Across moderate Weber numbers, the bag-to-shear transition was governed by whether capillary retraction stabilized the rim or aerodynamic shear stripped it downstream, with multibag breakup observed in the intervening band.",simulation_resolved,reported result,Context for breakup-regime/rim-dynamics interpretation.,LOC-C005-0003,PAR-C005-0001;PAR-C005-0002,,PROC-C005-001,T3LINK-0032:tier2:C036:T2-C036-C01,yes,active_candidate,Evidence summary: 3D VOF and experiments agreed on modes; multibag appeared around 65<We<85 and shear behavior at We=120. | Limitations: Continuous-air-jet forcing differs from finite-duration shock loading.
T3-C008-C01,C008,C-SD-01,tier3,C,"For the simulated early breakup of water cylinders, transition to supersonic post-shock flow did not markedly change scaled drift, acceleration, or drag, and deformed diameter improved the near-constant drag representation.",simulation_resolved,boundary_evidence,shock-droplet response,LOC-C008-0001,None added in Phase 9.,,,T3LINK-0016:tier1:C007:T1-C007-C02;tier1:C007:T1-C007-C02,yes,active_candidate,Evidence summary: Numerical reproduction of shock-tube experiments extends the incident-Mach range and tests early-stage scaling across the sonic transition. | Limitations: Two-dimensional water-cylinder geometry and early breakup only; this does not adjudicate later supersonic compressibility effects.
T3-C009-C01,C009,C-SD-02,tier3,C,"The coupled compressible/incompressible simulations reproduce bag, bag-stamen, and multimode breakup and attribute morphology across the studied Weber range primarily to Rayleigh-Taylor instability.",simulation_resolved,mechanism_support,shock-droplet response,LOC-C009-0001,None added in Phase 9.,,,T3LINK-0017:tier1:C025:T1-C025-C01;tier1:C025:T1-C025-C01,yes,active_candidate,"Evidence summary: Interface-resolved supersonic-flow cases vary Weber number while preserving Ohnesorge context. | Limitations: Numerical method, reduced density-ratio strategy, and the tested Weber range bound the RT interpretation."
T3-C011-C01,C011,C-SD-04,tier3,C,The simulated droplet internal-flow topology formed soon after shock passage and retained a nearly stationary saddle point whose position correlated with incident shock Mach number.,model_based,reported result,Context for early shock imprint on later deformation.,LOC-C011-0002,PAR-C011-0001;PAR-C011-0002,,PROC-C011-001,T3LINK-0033:tier1:D019:T1-D019-C03,yes,active_candidate,Evidence summary: Numerical trajectories collapsed under the proposed scaling and agreed with the theoretical correlation. | Limitations: Single water droplet and numerical/theoretical evidence; later breakup was not the main focus.
T3-C012-C01,C012,C-SD-05,tier3,C,"The high-magnification, high-speed shadowgraph method resolves the full breakup evolution and detailed sheet, ligament, and secondary-droplet structures that conventional shadowgraphy misses at high Weber number.",direct_observation,additional_method,shock-droplet response,LOC-C012-0001,None added in Phase 9.,,,T3LINK-0018:tier1:C016:PILOT-C016-C01;tier1:C016:PILOT-C016-C01,yes,active_candidate,Evidence summary: A long-distance microscope and short-pulse fluorescence backlight reduce coherence artifacts and improve spatial/temporal resolution of the breakup zone. | Limitations: Short optical-method paper; diagnostic capability rather than a complete regime map.
T3-C013-C01,C013,C-SD-06,tier3,C,"Validated three-dimensional simulations and experiments show recurrent ligament formation after liquid-sheet rupture; the first shedding is weakly Weber-dependent, while later shedding is driven mainly by inertia and wake-vortex dynamics.",simulation_resolved,mechanism_support,shock-droplet response,LOC-C013-0001,None added in Phase 9.,,,T3LINK-0019:tier1:C007:T1-C007-C03;tier1:C007:T1-C007-C03,yes,active_candidate,Evidence summary: Fourier decomposition identifies azimuthal modes that destabilize the sheet and repeated shedding events. | Limitations: Water-droplet aerobreakup in the studied high-speed regime; later fragment statistics remain outside the claim.
T3-C021-C01,C021,C-ST-01,tier3,C,The multiscale two-fluid framework represents all SIE breakup stages and the late dense mist across three incident-shock Mach numbers at lower cost than fully interface-resolved treatment.,model_based,additional_method,shock-droplet response,LOC-C021-0001,None added in Phase 9.,,,,no,historical_tier3_not_retained,Evidence summary: A sharp interface for the parent structure is coupled to subgrid treatment of dispersed fragments. | Limitations: Primarily a computational-method contribution and substantially overlaps existing SIE mechanism evidence.
T3-C027-C01,C027,C-PC-01,tier3,C,"The observed locally supersonic droplet vaporization is bounded by relative Mach number, bow-shock static-pressure rise, and test-liquid vapor pressure; lower shock pressure rise and higher volatility favor superheating effects.",author_interpretation,boundary_evidence,shock-droplet response,LOC-C027-0001,None added in Phase 9.,,,T3LINK-0020:tier1:C024:T1-C024-C01;tier1:C024:T1-C024-C01,yes,active_candidate,Evidence summary: The experiment compares its relative-Mach/pressure environment with earlier higher-pressure-rise studies to explain differing vaporization behavior. | Limitations: Interpretation combines direct observations with bow-shock estimates and cross-study comparison; definitions and liquids differ.
T3-C028-C01,C028,C-PC-02,tier3,C,"The sharp-interface RS-GFM couples liquid and gas through interfacial pressure/normal-velocity jumps including phase change, surface tension, viscous stress, and Marangoni effects, enabling shock-induced vaporization-rate simulations.",model_based,additional_method,shock-droplet response,LOC-C028-0001,None added in Phase 9.,,,T3LINK-0021:tier1:C031:PILOT-C031-C01;tier1:C031:PILOT-C031-C01,yes,active_candidate,Evidence summary: Benchmark validation and 2D/3D shock-droplet simulations demonstrate a complementary numerical representation of first-order interface physics. | Limitations: Method-validation study; quantitative vaporization rates remain modeland resolution-dependent.
T3-C032-C01,C032,C-PC-06,tier3,C,"For modeled n-decane droplets at We 15-90 and 600-1000 K, heating lowers surface tension and promotes breakup, especially at lower Weber number and higher gas temperature; lower volatility also leaves the liquid more breakup-prone than n-heptane.",model_based,additional_fuel_or_species,shock-droplet response,LOC-C032-0001,None added in Phase 9.,,,T3LINK-0022:tier2:C030:T2-C030-C02;tier2:C030:T2-C030-C02,yes,active_candidate,Evidence summary: Non-isothermal cases are compared with isothermal constant-property cases and with a more volatile hydrocarbon. | Limitations: Two-dimensional axisymmetric incompressible-gas model at atmospheric pressure; not a direct shock-loading case.
T3-D001-C01,D001,D-IC-01,tier3,D,High ambient temperature and density suppressed diesel-spray shock generation by raising sound speed and decelerating the spray during injection-rate ramp-up; typical near-TDC conditions were therefore unlikely to produce spray shocks.,direct_observation,reported result,Boundary conditions for injector-generated shocks in engines.,LOC-D001-0002,PAR-D001-0001;PAR-D001-0002,,PROC-D001-001,,yes,active_candidate,Evidence summary: Schlieren distinguished attached/detached shocks from weak acoustic waves across the ambient matrix. | Limitations: 150 MPa single-hole injector and vessel conditions; conventional multi-hole injectors have slower ramp-up.
T3-D004-C01,D004,D-IC-04,tier3,D,"Schlieren experiments show that reflected shocks suppress radial spray growth, cone angle, volume, and air entrainment while having little effect on spray-tip penetration.",direct_observation,boundary_evidence,detonation/RDE application,LOC-D004-0001,None added in Phase 9.,,,T3LINK-0023:tier2:D005:T2-D005-C01;tier2:D005:T2-D005-C01,yes,active_candidate,Evidence summary: N2 and SF6 atmospheres and injection-angle comparisons separate radial-interface deformation from axial penetration. | Limitations: Engine-inspired chamber and reflected-wave configuration; the result is not equivalent to isolated-droplet planar-shock loading.
T3-D006-C01,D006,D-RDE-01,tier3,D,"In the two-dimensional RDC model, n-heptane droplet diameter and prevaporized fraction control whether droplets survive beyond the refill zone, the detonated fuel fraction, and a 5-30% detonation-speed deficit, with a non-monotonic minimum near the reported critical diameter.",model_based,additional_fuel_or_species,detonation/RDE application,LOC-D006-0001,None added in Phase 9.,,,T3LINK-0024:tier1:D009:PILOT-D009-C02;tier1:D009:PILOT-D009-C02,yes,active_candidate,Evidence summary: The Eulerian-Lagrangian study classifies droplet trajectories by evaporation/residence time and wave-structure interaction under hydrogen addition. | Limitations: Simplified two-dimensional chemistry/flow model; the reported critical diameter is case-specific.
T3-D008-C01,D008,D-RDE-03,tier3,D,"The simulations show complete refill-zone vaporization for very small droplets, destabilization/extinction as larger droplets persist and block replenishment, and stabilization when a small-droplet fraction is present in bidisperse sprays.",model_based,additional_condition,detonation/RDE application,LOC-D008-0001,None added in Phase 9.,,,T3LINK-0025:tier1:D009:PILOT-D009-C02;tier1:D009:PILOT-D009-C02,yes,active_candidate,"Evidence summary: Monodisperse and bidisperse n-heptane cases connect size distribution to refill-zone equivalence ratio, fuel fraction, wave speed, and extinction. | Limitations: Two-dimensional Eulerian-Lagrangian model without fuel prevaporization; size thresholds are configuration-specific."
T3-D012-C01,D012,D-RDE-07,tier3,D,"The ethanol RDE simulations resolve initial refill-zone evaporation followed by droplet-size-dependent secondary/post-detonation evaporation; these stages broaden the reaction zone and participate in extinction, local explosion, shock collision, and changes in wave multiplicity.",model_based,additional_fuel_or_species,detonation/RDE application,LOC-D012-0001,None added in Phase 9.,,,T3LINK-0026:tier1:D009:PILOT-D009-C02;tier1:D009:PILOT-D009-C02,yes,active_candidate,Evidence summary: Droplet size and inlet conditions are varied in an Eulerian-Lagrangian model with simultaneous vapor and liquid ethanol injection. | Limitations: Numerical ethanol configuration with prevaporized co-injection; wave-multiplicity transitions are case-specific.
